nickname,characterName,position,attribute1,attribute2,attribute3,hand,hand(rarityName),head,head(rarityName),chest,chest(rarityName),waist,waist(rarityName),leg,leg(rarityName),foot,foot(rarityName),accessories1,accessories1(rarityName),accessories2,accessories2(rarityName),recovery,recovery(rarityName),accelerator,accelerator(rarityName),attack,attack(rarityName),defense,defense(rarityName),special,special(rarityName),neck,neck(rarityName),accessories3,accessories3(rarityName),accessories4,accessories4(rarityName),random,level,killCount,deathCount,assistCount,attackPoint,damagePoint,battlePoint,sightPoint,getCoin,spendConsumablesCoin,sentinelKillCount,demolisherKillCount,playTime,minLifeTime,maxLifeTime,responseTime,team,matchId,map
카프네,레나,서포터,부서진 갑옷,전세역전,활성화 지원,SB볼륨업 마노,레어,SB볼륨업 칸,레어,S 랜드 스피더,유니크,DB볼륨업 렌,레어,포뮬러 메타슈트,레어,SB볼륨업 페스,레어,SB축퇴 루인,레어,SB금강 루차,레어,볼륨업 스파클링,레어,기어 엑셀,레어,기어 파이크 ,레어,기어 플래쉬 ,레어,섬전각 임팩트,언커먼,블루 래빗,레어,SB섬전각 데브,레어,각력 베르미터빈,유니크,False,54,3,2,19,21677,31242,130,258,17710,3200,28,10,1401,151,1185,65,0,d9cdca0275c70a9a6aa5ff49e91bf559865cc8e7f22c99caefc89384f37a1d18,브리스톨
참치전,클레어,원거리딜러,준비된 한 발,할인 판매,완전한 성장,S 천사의 한숨,유니크,E 아이비리그,유니크,E 리스키 스펙트럼 ,유니크,E 써쿨러 아미스트 ,유니크,E 승리의 기원,유니크,S 환호의 출발 ,유니크,블링걸-블링크,레어,분광의 살로스,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,클렌징빔 임팩트,언커먼,E 슈팅 스타,유니크,클렌징빔 살로스,레어,레이저 피에스타,유니크,False,66,9,3,13,40388,17508,118,139,24120,3480,30,52,1401,102,692,106,1,d9cdca0275c70a9a6aa5ff49e91bf559865cc8e7f22c99caefc89384f37a1d18,브리스톨
노래하는턱괴,에밀리,서포터,활성화 지원,전장의 학살자,근육 손상,E 유레카,유니크,E 순수한 정신,유니크,E 원소의 순환,유니크,S 크리소포에이아,유니크,E 신성한 초월,유니크,E 아타노르,유니크,캡슐 백팩,레어,파운틴 보틀,레어,첼시 치즈 버거,언커먼,스프린터 프로빅,레어,멜츠 크리민II,언커먼,바이벤 닷지넬,커먼,T2 통신기,언커먼,E 아쿠아 레기아,유니크,윈드 카라페,레어,에메랄드 타블릿,유니크,False,64,8,5,16,25896,30851,155,226,20380,3900,26,24,1401,60,631,148,1,d9cdca0275c70a9a6aa5ff49e91bf559865cc8e7f22c99caefc89384f37a1d18,브리스톨
귀염둥이파덕,루시,원거리딜러,완벽주의자,전세역전,전장의 열기,E 섬섬옥수,유니크,E 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,S 작장중무,유니크,E 연보소말,유니크,SB낙화 루인,레어,반월 청옥석,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,비단향꽃무 맥시머,레어,S 적월선,유니크,화무 청옥석,레어,절세가인,유니크,False,62,7,8,7,40620,39970,116,179,19760,3200,12,32,1401,32,410,262,1,d9cdca0275c70a9a6aa5ff49e91bf559865cc8e7f22c99caefc89384f37a1d18,브리스톨
IlㆃㅵㅩㅽㅀI,헤나투,원거리딜러,전장의 열기,제압,완전한 성장,S 지식인의 사명,유니크,E 라이징 스콜라,유니크,S 안트로폴로구,유니크,E 호세이라 브라바,유니크,S 노스타우지쿠,유니크,E 트리스치 파두,유니크,리펠 스코피오,레어,자기장 카메라,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,메탈프레스 임팩트,언커먼,E 심플 컴패스,유니크,메탈프레스 포토머신,레어,DB스틸 베티,레어,False,53,1,9,11,14322,47175,172,210,15780,2300,11,16,1401,31,212,303,1,d9cdca0275c70a9a6aa5ff49e91bf559865cc8e7f22c99caefc89384f37a1d18,브리스톨
dpswhdl,로라스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 에이션트 드래곤,유니크,E 투도르 드라군,유니크,E 아마듀라스,유니크,E 토너먼트 라비타 ,유니크,E 토너먼트 샬러릿,유니크,E 팔아므,유니크,심판의 라이픈 C,언커먼,투창의 아이프 C,언커먼,체스터 더블버거,레어,드래곤 엑셀,레어,드래곤 파이크 ,레어,드래곤 타즈 ,레어,용성락 맥시머,레어,E 인테그리 드라군,유니크,나선창 스파니 C,언커먼,골드니토 프레스,유니크,False,48,2,6,2,13856,19209,47,121,17040,3400,12,20,1401,12,395,245,1,d9cdca0275c70a9a6aa5ff49e91bf559865cc8e7f22c99caefc89384f37a1d18,브리스톨
보랏빛구름,루시,원거리딜러,재장전,신경쇠약,완벽주의자,E 섬섬옥수,유니크,S 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,S 작장중무,유니크,S 연보소말,유니크,낙화 청옥석,레어,반월 청옥석,레어,체스터 더블버거,레어,스피드 파워업,언커먼,이펙트 이펙션,레어,솔리드 스위퍼,레어,트론 통신기 A1 ,언커먼,E 적월선,유니크,화무 레그람,레어,절세가인,유니크,False,34,3,4,9,17707,17824,94,157,12190,4000,10,14,869,47,531,122,0,73c9fc7f49298c236ec74c252f540cb4c7c090f4808a2d9694609d833f99e34e,메트로폴리스
심영의눈물,미아,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 이볼브 가이아,유니크,E 디바인 그레이스,유니크,E 옐로우 루트웨이브,유니크,E 프릭클 에린,유니크,E 와일드 크로스,유니크,E 이네이쳐 게브,유니크,도장 포린리프,레어,가시 샤이리프,레어,체스터 더블버거,레어,우드 페스티나,레어,가락엿,레어,박씨,레어,세계수 맥시머,레어,E 레드 크로니클,유니크,뿌리 바이리프,레어,트리콜로 트와인,유니크,False,38,7,4,5,26599,29467,165,190,12970,3300,14,12,869,46,541,149,0,73c9fc7f49298c236ec74c252f540cb4c7c090f4808a2d9694609d833f99e34e,메트로폴리스
쉿조용해아기사슴,다이무스,근거리딜러,속전속결,사냥꾼의 본능,전세역전,E 메이헨 슈나이더,유니크,E 베스페리아 ,유니크,E 우아한 궤적,유니크,E 골드 샤르페,유니크,E 펄션 필러 ,유니크,EP워커홀릭,레어,장작 커틀리,레어,질풍 다이아프론,레어,액트 스파클링 ,레어,질풍의 엑셀,레어,질풍의 파이크 ,레어,질풍의 플래쉬 ,레어,PS 레이더 R4,언커먼,E 솔리튜드 칼리버,유니크,보름달 베리드,레어,쉬베르트 루프리,유니크,False,35,8,15,2,28051,36839,124,178,14250,4600,9,22,869,17,73,340,0,73c9fc7f49298c236ec74c252f540cb4c7c090f4808a2d9694609d833f99e34e,메트로폴리스
타르트타탱,리첼,탱커,기민한 몸놀림,제압,불굴의 의지,E 터쳐블 웨이브,유니크,E 러브 앤 헤이트,유니크,E 히든 하이라이트,유니크,E 그란디오소,유니크,E 다이나믹 딥퍼플,유니크,S 블랙캣 스텝,유니크,밀키웨이 에코,레어,마이크온 웨이브,레어,뮤지션 스파클링 ,레어,뮤지션 엑셀,레어,뮤지션 파이크 ,레어,뮤지션 플래쉬 ,레어,하드스킨 버스터,레어,E 안티 스타,유니크,바이올렛 사운드,레어,약속의 트윈링,유니크,False,41,5,5,12,23568,31559,282,323,13410,3000,14,11,869,56,320,113,0,73c9fc7f49298c236ec74c252f540cb4c7c090f4808a2d9694609d833f99e34e,메트로폴리스
정은김,웨슬리,원거리딜러,완벽주의자,회피 사격,완전한 성장,E 마인 익스프레스,유니크,E 퀘이크 프론,유니크,E 전장의 매,유니크,E 오퍼레이션 델타,유니크,E 데파르망 ,유니크,E 전쟁의 시작,유니크,공성류탄 할파스,레어,데저트 할파스,레어,체스터 더블버거,레어,커맨더 스프린터 ,레어,커맨더 이펙트 ,레어,커맨더 타즈 ,레어,지원폭격 맥시머,레어,E 장군의 명예,유니크,지뢰 할파스,레어,최후의 폭격명령,유니크,False,48,5,5,10,23719,24807,126,164,13750,1700,17,20,869,29,440,173,0,73c9fc7f49298c236ec74c252f540cb4c7c090f4808a2d9694609d833f99e34e,메트로폴리스
MisterJ,티모시,탱커,전투 태세,재생의 숨결,최후의 저항,E 덱스트러스,유니크,S 이너 스트랭스,유니크,E 레클러메이션,유니크,E 뉴 비기닝,유니크,S 오소틱,유니크,S 내딛은 걸음,유니크,번 버스터 레그람,레어,잿불 레그람,레어,애쉬 스파클링 ,레어,런업 스프린터,레어,애쉬 파이크 ,레어,애쉬 플래쉬 ,레어,인사이트 엔진T7 ,언커먼,S 달콤한 죄책감,유니크,화염포 레그람,레어,라스트 릭,유니크,False,38,2,2,13,16707,27286,163,239,13490,4100,12,10,869,145,499,57,1,73c9fc7f49298c236ec74c252f540cb4c7c090f4808a2d9694609d833f99e34e,메트로폴리스
일곱개의별,디아나,탱커,최후의 저항,재생의 숨결,선봉장,E 앱솔루트 오더,유니크,E 퍼펙트 엠프레스,유니크,S 절대적 규율,유니크,E 임플리싯 룰,유니크,S 골져스 스네어,유니크,S 포스풀 컨트롤,유니크,채찍 레그람,레어,케이지 레그람,레어,그레이스 스파클링,레어,그레이스 엑셀,레어,그레이스 파이크,레어,그레이스 플래쉬,레어,PS 레이더 R4,언커먼,S 선택된 재능,유니크,마그넷 솜니엄,레어,씰 오브 드로스트,유니크,False,28,2,4,5,9287,40301,247,357,9290,2900,2,3,920,100,244,99,0,6cca14fe2ca0d24873b6b46d8fa701ccfd5b7cf683e6e9186cee66b39679f991,리버포드
화곡동빨간망사,호타루,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,E 아마테라스,유니크,E 백연 비천무,유니크,E 아카 토리노,유니크,E 팔문괘장,유니크,E 바케모노 가타리,유니크,E 은월기담,유니크,쐐기 케레스,레어,폭연 카무이,레어,폭연 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,폭연 임팩트,언커먼,E 아카 오오조라,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,38,2,10,6,32249,27100,127,172,11710,2100,20,16,920,18,95,295,0,6cca14fe2ca0d24873b6b46d8fa701ccfd5b7cf683e6e9186cee66b39679f991,리버포드
갓렉슬러,토마스,탱커,불굴의 의지,재생의 숨결,선봉장,E 아이스 컴포지션,유니크,E 눈꽃의 지휘,유니크,S 윈터 히어로,유니크,E 스노우 플라워,유니크,E 미스틱 아이스,유니크,E 블리자드 기어 ,유니크,빙산 제파르,레어,프리즌 크림밴드,레어,체스터 더블버거,레어,프로스트 스프린터 ,레어,프로스트 이펙트 ,레어,황색 다식,레어,PS 레이더 R4,언커먼,E 프로스트 솔리드,유니크,냉각 포에부스,레어,허리케인 스위퍼,유니크,False,31,2,9,8,13679,43913,213,245,9470,1300,13,4,920,31,186,260,0,6cca14fe2ca0d24873b6b46d8fa701ccfd5b7cf683e6e9186cee66b39679f991,리버포드
상콤한짜증여신,캐럴,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 토이링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,리세스 스프린터,레어,파이크 이펙션,레어,스테민 터틀,레어,눈보라 맥시머,레어,E 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,42,8,7,4,52531,30919,143,196,16170,4800,19,36,920,28,273,158,0,6cca14fe2ca0d24873b6b46d8fa701ccfd5b7cf683e6e9186cee66b39679f991,리버포드
혼자사는누나,트리비아,원거리딜러,완벽주의자,사냥꾼의 본능,준비된 한 발,E 미스틱 포그,유니크,E 블러드 카니발,유니크,E 트리니티 블러드,유니크,S 블랙버드 블러섬 ,유니크,E 그림자 자국,유니크,E 포르미체티,유니크,밤의여왕-변이,레어,부츠커터 보티스,레어,체스터 더블버거,레어,배트 스프린터 ,레어,배트 파이크,레어,배트 타즈 ,레어,박쥐폭풍 임팩트,언커먼,E 엘루어 배트,유니크,박쥐폭풍 보티스,레어,시엘 루드플리가,유니크,False,54,5,6,5,47979,24780,187,287,17490,3500,20,32,967,48,209,190,0,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
갓렉슬러,티엔,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 흑룡 벽산장,유니크,E 황랑 토신,유니크,S 흑패왕 복호,유니크,E 금모 호파,유니크,E 백경파 정문,유니크,E 외파 흑단화,유니크,진각 영경,레어,파죽 영경,레어,체스터 더블버거,레어,비룡 스프린터 ,레어,비룡 이펙트 ,레어,승천룡 타즈 ,레어,파죽지세 임팩트,언커먼,S 황금룡 적환,유니크,발경 영경,레어,적패왕 금환,유니크,False,32,0,13,5,18447,44183,164,257,9970,1600,6,6,967,22,85,289,0,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
담프,웨슬리,원거리딜러,전장의 열기,사냥꾼의 본능,완벽주의자,E 마인 익스프레스,유니크,S 퀘이크 프론,유니크,S 전장의 매,유니크,S 오퍼레이션 델타,유니크,S 데파르망 ,유니크,E 전쟁의 시작,유니크,공성류탄 할파스,레어,데저트 할파스,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,공성류탄 임팩트,언커먼,E 장군의 명예,유니크,지뢰 할파스,레어,최후의 폭격명령,유니크,False,41,0,7,5,20266,23357,88,157,12490,2100,19,17,967,38,274,160,0,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
화이트블루,휴톤,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 블래스터 비트 ,유니크,E 해일매리 패스,유니크,E 터스킨 ,유니크,E 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,E 아이언 룰러,유니크,지옥구멍 아몬,레어,바야바 아몬,레어,체스터 더블버거,레어,아이리쉬 엑셀,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,핵펀치 맥시머,레어,E 브로큰 에너미,유니크,서든어퍼 아몬,레어,누크 퓨리피스트,유니크,False,47,5,12,1,26773,35044,115,223,13910,1500,21,11,967,18,167,270,0,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
NANIELE,피터,원거리딜러,준비된 한 발,사냥꾼의 본능,전장의 열기,E 장난스런 손짓,유니크,E 인빌트 아이어,유니크,E 아이의 품격,유니크,E 누나의 사랑,유니크,E 즐거운 장난,유니크,E 마지막 동심,유니크,찍기 기프트,레어,대청소 팬시,레어,체스터 더블버거,레어,따끈한 호박죽,레어,염동 이펙트,레어,스테민 닷지,레어,PS 레이더 R4,언커먼,E 신기한 블랙홀,유니크,스쿨 팬시,레어,코스믹 호러,유니크,False,42,5,7,2,30969,16250,136,212,14270,2600,16,17,967,21,164,170,0,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
시큐엘,라이언,탱커,선봉장,재생의 숨결,최후의 저항,S 크리티컬 블로우,유니크,E 끔찍한 기억,유니크,E 아름다운 지평선,유니크,S 헤카톤케이레스,유니크,E 디펜시브 엔드,유니크,S 오후의 죽음,유니크,블리츠 레그람,레어,블로킹 레그람,레어,첼시 콜라 V,레어,런업 스프린터,레어,스톤 파이크,레어,스톤 타즈,레어,인사이트 엔진T7 ,언커먼,E 최고의 수비수,유니크,락 스매시 레그람,레어,오지 않을 미래,유니크,False,39,1,4,20,12198,47094,250,370,12060,3300,22,4,967,30,373,135,1,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
웨슬리원챔이여,레베카,탱커,전선 유지,단단한 피부,불굴의 의지,S 베른 스트레이트,유니크,E 슈바이츠 프라이드,유니크,E 에실로프,유니크,E 에너제틱 머젼스,유니크,E 스폴리 인터라켄,유니크,S 루이너스 스탠스,유니크,터프걸-러쉬,레어,테라듀 메이웨더,레어,아이언 스파클링 ,레어,엑셀레이션,레어,가락엿,레어,아이언 타즈,레어,뎀프시롤 임팩트,언커먼,E 페더럴 폴리스,유니크,롤링 아리오크,레어,서치 워런트,유니크,False,42,3,0,14,11740,27414,128,274,14580,4000,19,8,967,967,967,0,1,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
화곡동빨간망사,호타루,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,E 아마테라스,유니크,E 백연 비천무,유니크,E 아카 토리노,유니크,E 팔문괘장,유니크,E 바케모노 가타리,유니크,E 은월기담,유니크,쐐기 케레스,레어,폭연 카무이,레어,폭연 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,폭연 임팩트,언커먼,E 아카 오오조라,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,61,23,3,13,68990,18293,144,234,21260,4900,41,23,967,93,408,122,1,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
상콤한짜증여신,캐럴,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 토이링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,리세스 스프린터,레어,파이크 이펙션,레어,스테민 터틀,레어,눈보라 맥시머,레어,E 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,60,12,5,11,36832,21720,86,105,19880,4200,19,39,967,67,388,215,1,87be3a6ee558fc46aa882123dcaf0537094f5ebfa0d36c7f8ce20703ea1e1993,스프링필드
쳐쳐,엘리,탱커,전투 태세,단단한 피부,전선 유지,E 행복한 상상,유니크,E 미유미유,유니크,S 러블리 드리머,유니크,E 심술맞은 고양이,유니크,S 땡글땡글,유니크,E 사박사박 발걸음,유니크,깜짝 쥬빌레,레어,팽이 아이프 E,언커먼,폭죽 스파클링,레어,아드레날린,언커먼,폭죽 파이크 ,레어,폭죽 플래쉬,레어,별똥별 맥시머,레어,E 콩닥콩닥 마음,유니크,반짝 쥬빌레,레어,신나는 폭죽상자,유니크,False,48,10,6,8,34735,37603,173,248,15970,3700,24,21,964,68,284,210,0,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
CoㅡRona,시드니,원거리딜러,전장의 열기,사냥꾼의 본능,완전한 성장,E 칠흑의 구원자,유니크,E 영광의 무게,유니크,E 사신의 신부,유니크,E 오델리아,유니크,E 광기어린 집행자,유니크,E 다가오는 계시,유니크,DB임펄스 루인,레어,쇼트 모티프,레어,체스터 더블버거,레어,런업 스프린터,레어,플라즈마 이펙트 ,레어,솔리드 스위퍼,레어,임펄스 임팩트,언커먼,E 고통속의 환희,유니크,DB볼트 베티,레어,악의 꽃,유니크,False,39,4,7,9,22343,22530,122,203,12130,1700,13,6,964,66,219,197,0,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
100돌이,도일,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 크래쉬 다운,유니크,E 하드워크 버밍험,유니크,E 디스트로이어,유니크,E 타로우 ,유니크,S 진보적 파괴,유니크,S 하드 불도저 ,유니크,지옥구멍 이포스,레어,더블 파워트레인,레어,체스터 더블버거,레어,스피드 업,커먼,파이크 이펙션,레어,스테민 터틀,레어,PS 레이더 R1,커먼,E 디스트로이 심볼,유니크,캐논 포트세이퍼,레어,골리앗 골드펀치,유니크,False,30,1,8,5,6451,53998,212,279,10810,2800,10,6,964,1,186,225,0,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
망리단길지킴이,루이스,근거리딜러,단단한 피부,제압,단결된 힘,S 아이스 에이지,유니크,S 윈터 크루제이드,유니크,E 프로즌 시티,유니크,S 아이스 토퀴즈 ,유니크,E 절대영도,유니크,S 크리스탈 크랙 ,유니크,아이스링크-결정,레어,리볼버 파이몬,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,리볼버 임팩트,언커먼,S 프로즌 하트,유니크,드라이 파이몬,레어,프로즌 브레이크,유니크,False,39,4,9,7,17469,46130,99,227,12090,2100,15,8,964,31,141,229,0,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
능력자효율연구소,미아,원거리딜러,완벽주의자,추진력,완전한 성장,E 이볼브 가이아,유니크,E 디바인 그레이스,유니크,E 옐로우 루트웨이브,유니크,E 프릭클 에린,유니크,E 와일드 크로스,유니크,E 이네이쳐 게브,유니크,도장 바이리프,레어,가시 바이리프,레어,체스터 더블버거,레어,우드 엑셀,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,세계수 맥시머,레어,S 레드 크로니클,유니크,뿌리 바이리프,레어,트리콜로 트와인,유니크,False,50,9,4,11,60917,22727,176,226,17470,4500,9,25,964,64,511,156,0,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
니쁜여우,캐럴,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 큐트링,레어,스노우 스파클링 ,레어,스노우 스프린터 ,레어,이펙트 이펙션,레어,스노우 플래쉬 ,레어,T2 통신기,언커먼,S 새드 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,57,10,7,14,60595,23075,150,190,17580,3100,16,16,964,24,315,161,1,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
초월함수,이글,탱커,기민한 몸놀림,재생의 숨결,선봉장,S 브리닝 슈나이더,유니크,E 스크라이 쇼크 ,유니크,S 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,E 킬 블레이드 ,유니크,E 바이스 슈트름,유니크,장작 언그람,언커먼,뱀그림자 언그람,언커먼,라이트 스파클링 ,레어,스네이크 스프린터 ,레어,스네이크 파이크 ,레어,스네이크 플래쉬 ,레어,초승달 임팩트,언커먼,라이트 헨스 L,언커먼,SB 초승달 포트,언커먼,쉬베르트 바이스,유니크,False,55,7,4,14,24665,38312,204,379,17280,4200,23,17,964,41,498,68,1,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
웨슬리원챔이여,하랑,원거리딜러,재장전,사냥꾼의 본능,전장의 열기,E 호기만장,유니크,E 마파람,유니크,E 칠전팔기,유니크,E 가온누리,유니크,E 높새구름,유니크,E 천우신조,유니크,벽조목-자령,레어,제압 명주고리,레어,체스터 더블버거,레어,영력 스프린터 ,레어,이펙트 이펙션,레어,하디스트 스위퍼,레어,제압부 임팩트,언커먼,E 사나운 패기,유니크,술령 명주고리,레어,잔나비 향낭,레어,False,63,3,4,12,30859,16812,85,129,18720,2500,31,27,964,35,330,108,1,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
화곡동빨간망사,호타루,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,E 아마테라스,유니크,E 백연 비천무,유니크,E 아카 토리노,유니크,E 팔문괘장,유니크,E 바케모노 가타리,유니크,E 은월기담,유니크,쐐기 케레스,레어,폭연 카무이,레어,폭연 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,폭연 임팩트,언커먼,E 아카 오오조라,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,48,6,8,13,43665,24659,159,262,15980,3000,22,14,964,34,181,258,1,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
에스프레소룽고,카를로스,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 제피르 팰컨,유니크,E 할렘 비트,유니크,E 데스티니 차일드,유니크,E 라스트 카니발,유니크,E 카르데시즘,유니크,E 펑크 딜라이트,유니크,태클 레그람,레어,라이징 레그람,레어,윈드 스파클링,레어,스피드 브리즈,언커먼,넬스 파워트림,언커먼,윈드 타즈,레어,인사이트 엔진T7 ,언커먼,E 거스트 피에스타,유니크,제트킥 레그람,레어,싸이클론 플랜트,유니크,False,51,7,6,10,23204,39057,173,282,15820,3300,10,16,964,16,226,147,1,0604e1045c0e3caedd047865ad933cceddd6947b133a2f930bddcdb8cf1b4cfe,그랑플람 아시아 지부
빨간맛점,도일,근거리딜러,급소 가격,사냥꾼의 본능,거인 사냥꾼,E 크래쉬 다운,유니크,E 하드워크 버밍험,유니크,E 디스트로이어,유니크,S 타로우 ,유니크,E 진보적 파괴,유니크,E 하드 불도저 ,유니크,실버볼트-근육,레어,SB회전의 루차,레어,체스터 더블버거,레어,해머 스프린터 ,레어,해머 파이크 ,레어,솔리드 스위퍼,레어,S펀치 맥시머,레어,E 클리런스 스페셜,유니크,캐논어퍼 이포스,레어,골리앗 골드펀치,유니크,False,46,2,6,3,15914,23956,122,125,15230,3000,22,27,979,44,159,202,0,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
개걸남,스텔라,근거리딜러,추격자의 발걸음,전세역전,급소 가격,E 바이오닉 센서,유니크,이너 스코프 ,레어,E 바이퍼트론,유니크,E 스트로매크 ,유니크,E 러스티 하츠,유니크,E 퓨엘 제너레이터,유니크,SB축퇴 루인,레어,섬광기어-전진,레어,체스터 더블버거,레어,레버 스프린터 ,레어,레버 파이크 ,레어,솔리드 스위퍼,레어,기어3 맥시머,레어,E 스타리 나이트,유니크,섬전연각 포라스,레어,스타 포드인포서,유니크,False,42,4,8,2,20795,36280,150,226,13630,2500,13,20,979,46,179,260,0,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
화곡동빨간망사,앨리셔,서포터,코인 은행,충동 구매,보호 방벽,E 퍼펫 로드 ,유니크,E 소녀의 마음,유니크,E 치어 매직 ,유니크,E 천사의 미소,유니크,E 시즐 루나마리아,유니크,E GT 슈퍼캔버스,유니크,충격의빛 제파르,레어,축복의 제파르,레어,치어 스파클링 ,레어,고소한 타락죽,레어,엔젤 이펙트 ,레어,엔젤 타즈 ,레어,심판의빛 맥시머,레어,E 영롱한 빛,유니크,광자력 미네르바,레어,밀키스 블라인더,유니크,False,44,4,5,6,16298,22097,198,241,13890,1800,14,3,979,48,249,177,0,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
에스프레소룽고,다이무스,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 메이헨 슈나이더,유니크,E 베스페리아 ,유니크,E 우아한 궤적,유니크,E 골드 샤르페,유니크,E 펄션 필러 ,유니크,E 슈발츠 슈트름,유니크,장작 레그람,레어,질풍의 레그람,레어,액트 스파클링 ,레어,런업 스프린터,레어,질풍의 파이크 ,레어,질풍의 타즈 ,레어,절명도 맥시머,레어,E 냉정한 카리스마,유니크,보름달 레그람,레어,쉬베르트 루프리,유니크,False,43,2,7,3,20783,38982,199,264,11570,2300,14,9,979,27,239,194,0,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
